Species,LATITUDE,LONGITUDE
Mesophylla macconnelli,-0.4,-76.63333333
Mesophylla macconnelli,-0.388359,-76.06978021
Mesophylla macconnelli,0.05,-76.96666667
Mesophylla macconnelli,-0.009722222,-76.18166667
Mesophylla macconnelli,0.155833333,-77.16
Mesophylla macconnelli,0.183333333,-76.78333333
Mesophylla macconnelli,-1.445833333,-78.22055556
Mesophylla macconnelli,-1.400416667,-78.28991667
Mesophylla macconnelli,-3.9825,-78.62972222
Mesophylla macconnelli,-3.7375,-78.49194444
Micronycteris giovanniae,1.01,-78.61666667
Micronycteris hirsuta,-3.051388889,-79.7175
Micronycteris hirsuta,-3.65326,-79.76654444
Micronycteris hirsuta,0.864722222,-78.56666667
Micronycteris hirsuta,0.9,-78.55
Micronycteris hirsuta,1.058916667,-78.62241667
Micronycteris hirsuta,1.232,-78.76602778
Micronycteris hirsuta,1.346,-78.71666944
Micronycteris hirsuta,0.190319444,-78.8985
Micronycteris hirsuta,-0.55,-79.36666667
Micronycteris hirsuta,-1.608333333,-80.705
Micronycteris hirsuta,-3.329372222,-78.55544444
Micronycteris hirsuta,-2.5525,-77.89666667
Micronycteris hirsuta,-2.21645,-78.12645833
Micronycteris hirsuta,-1.065466667,-77.60163056
Micronycteris hirsuta,-0.633333333,-76.45
Micronycteris hirsuta,-0.616666667,-75.33333333
Micronycteris hirsuta,-1.5,-77.45
Micronycteris hirsuta,-1.388888889,-77.68333333
Micronycteris hirsuta,0.216666667,-78.76666667
Micronycteris hirsuta,-0.216666667,-78.81666667
Micronycteris megalotis,-0.42,-79
Micronycteris megalotis,-3.8795,-80.09286111
Micronycteris megalotis,-3.766583333,-79.64747222
Micronycteris megalotis,-3.68975,-79.59547222
Micronycteris megalotis,0.350555556,-79.70888889
Micronycteris megalotis,0.466666667,-79.41666667
Micronycteris megalotis,0.864722222,-78.56666667
Micronycteris megalotis,0.9,-78.55
Micronycteris megalotis,1.072583333,-78.7115
Micronycteris megalotis,1.093555556,-78.70597222
Micronycteris megalotis,1.232,-78.76602778
Micronycteris megalotis,1.270277778,-78.80305556
Micronycteris megalotis,-2.744611111,-79.91488889
Micronycteris megalotis,-2.427277778,-80.02158333
Micronycteris megalotis,-2.180777778,-80.03175
Micronycteris megalotis,-2.166666667,-79.83333333
Micronycteris megalotis,-2.155055556,-80.0285
Micronycteris megalotis,0.266666667,-78.66666667
Micronycteris megalotis,0.2925,-78.96055556
Micronycteris megalotis,0.330833333,-78.93194444
Micronycteris megalotis,0.866666667,-78.46666667
Micronycteris megalotis,-4.091002778,-79.34027778
Micronycteris megalotis,-3.896805556,-80.07644444
Micronycteris megalotis,-1.333333333,-79.58333333
Micronycteris megalotis,-0.5864,-79.36666667
Micronycteris megalotis,-1.525833333,-80.70694444
Micronycteris megalotis,-3.644123,-78.39550081
Micronycteris megalotis,-2.5525,-77.89666667
Micronycteris megalotis,-2.21645,-78.12645833
Micronycteris megalotis,-2.2025,-78.41472222
Micronycteris megalotis,-2.192611111,-78.52482778
Micronycteris megalotis,-0.933333333,-77.83333333
Micronycteris megalotis,-0.866666667,-77.83333333
Micronycteris megalotis,-1.033333333,-76.15
Micronycteris megalotis,-0.75,-77.46861111
Micronycteris megalotis,-0.75,-76.76666667
Micronycteris megalotis,-0.686,-76.432
Micronycteris megalotis,-0.683333333,-77.3
Micronycteris megalotis,-0.683333333,-76.4
Micronycteris megalotis,-0.65,-76.45
Micronycteris megalotis,-0.638502778,-76.14909444
Micronycteris megalotis,-0.624444444,-76.47217222
Micronycteris megalotis,-0.483333333,-76.35
Micronycteris megalotis,-1.866666667,-76.78333333
Micronycteris megalotis,-1.466666667,-78.11861111
Micronycteris megalotis,-0.070277778,-78.7625
Micronycteris megalotis,0.003611111,-78.68333333
Micronycteris megalotis,0.1,-79.21666667
Micronycteris megalotis,0.183333333,-78.63333333
Micronycteris megalotis,0.133333333,-79.41666667
Micronycteris megalotis,-0.053333333,-76.32222222
Micronycteris megalotis,-1.403333333,-78.29222222
Micronycteris megalotis,-1.381388889,-78.27444444
Micronycteris megalotis,-1.256944444,-78.36666667
Micronycteris megalotis,-4.55,-79.13333333
Micronycteris megalotis,-4.166666667,-78.71666667
Micronycteris megalotis,-4.033888889,-78.57
Micronycteris megalotis,-3.98,-79.2
Micronycteris megalotis,-3.802830556,-78.59671944
Micronycteris megalotis,-3.7833,-78.4869728
Micronycteris megalotis,-3.754623,-78.52427754
Micronycteris minuta,0.533333333,-79.28333333
Micronycteris minuta,0.729722222,-78.91888889
Micronycteris minuta,0.864722222,-78.56666667
Micronycteris minuta,1.072583333,-78.7115
Micronycteris minuta,-2.427277778,-80.02158333
Micronycteris minuta,-2.180777778,-80.03175
Micronycteris minuta,-1.26667,-80.4333
Micronycteris minuta,-3.062416667,-77.94585833
Micronycteris minuta,-2.21645,-78.12645833
Micronycteris minuta,-1.004997222,-75.88233056
Micronycteris minuta,-0.833333333,-76.35
Micronycteris minuta,-0.683,-76.433
Micronycteris minuta,-0.666666667,-76.4
Micronycteris minuta,-0.657,-76.454
Micronycteris minuta,-0.616666667,-76.46666667
Micronycteris minuta,-0.615436111,-75.88103056
Micronycteris minuta,-0.5,-77.31666667
Micronycteris minuta,-0.433333333,-77.33333333
Micronycteris minuta,-1.479241667,-77.99616667
Micronycteris minuta,0.05,-79.11666667
Micronycteris minuta,-0.2,-79.18333333
Micronycteris minuta,-3.802830556,-78.59671944
Micronycteris minuta,-3.769758333,-78.50041111
Molossops temminckii,-0.833333333,-76.35
Molossops temminckii,-0.65,-76.45
Molossus bondae,0.7,-79.56666667
Molossus bondae,0.85,-79.91666667
Molossus bondae,1.233333333,-78.76
Molossus bondae,-2.42675,-79.56125
Molossus bondae,-2.166666667,-79.16666667
Molossus bondae,-1.916666667,-79.68333333
Molossus bondae,-1.916666667,-79.7
Molossus bondae,-1.533333333,-79.75
Molossus bondae,-2.466666667,-78.16666667
Molossus bondae,0.116666667,-78.73333333
Molossus coibensis,-0.833333333,-76.35
Molossus coibensis,-0.683333333,-76.4
Molossus coibensis,-0.65,-76.45
Molossus fentoni,-0.68,-76.381
Molossus molossus,-1.766666667,-79.2
Molossus molossus,-1.433333333,-79.28333333
Molossus molossus,-3.646916667,-80.16133333
Molossus molossus,-3.55,-80.18333333
Molossus molossus,-3.26,-79.95611111
Molossus molossus,0.866666667,-79.75
Molossus molossus,0.983333333,-79.65
Molossus molossus,1.358333333,-78.71666667
Molossus molossus,-2.744611111,-79.91488889
Molossus molossus,-2.454694444,-79.62738889
Molossus molossus,-2.433333333,-79.66666667
Molossus molossus,-2.427277778,-80.02158333
Molossus molossus,-2.42675,-79.56125
Molossus molossus,-2.420888889,-79.63138889
Molossus molossus,-2.166666667,-79.91666667
Molossus molossus,-1.916666667,-79.68333333
Molossus molossus,-1.833333333,-79.93333333
Molossus molossus,-1.366666667,-79.9
Molossus molossus,-4.250333333,-79.37944444
Molossus molossus,-3.983333333,-79.35
Molossus molossus,-1.533333333,-79.75
Molossus molossus,-0.866666667,-80.53333333
Molossus molossus,-3.403055556,-78.57888889
Molossus molossus,-3.201944444,-78.42833333
Molossus molossus,-2.716666667,-78.31666667
Molossus molossus,-2.5525,-77.89666667
Molossus molossus,-2.468888889,-78.2025
Molossus molossus,-2.466666667,-78.16666667
Molossus molossus,-2.274166667,-78.11527778
Molossus molossus,-2.218833333,-78.29186111
Molossus molossus,-2.116666667,-77.73333333
Molossus molossus,-1.067222222,-77.62361111
Molossus molossus,-1.0525,-77.58722222
Molossus molossus,-0.991388889,-77.81416667
Molossus molossus,-0.9325,-77.81916667
Molossus molossus,-0.875277778,-77.79305556
Molossus molossus,-0.833333333,-76.35
Molossus molossus,-0.783333333,-77.28333333
Molossus molossus,-0.7,-77.33333333
Molossus molossus,-0.683333333,-77.3
Molossus molossus,-0.683333333,-76.4
Molossus molossus,-0.666666667,-76.46666667
Molossus molossus,-0.65,-76.45
Molossus molossus,-0.633333333,-77.41666667
Molossus molossus,-0.606777,-76.46623425
Molossus molossus,-0.5,-77.31666667
Molossus molossus,-0.481666667,-76.96916667
Molossus molossus,-0.466666667,-77
Molossus molossus,-2.066666667,-76.96666667
Molossus molossus,-1.7,-77.33333333
Molossus molossus,-1.613,-75.986
Molossus molossus,-1.613,-75.96599722
Molossus molossus,-1.583333333,-77.75
Molossus molossus,-1.531666667,-78.02666667
Molossus molossus,-1.509166667,-77.92444444
Molossus molossus,-1.5,-77.8
Molossus molossus,-1.466666667,-78.11861111
Molossus molossus,-1.406388889,-77.99555556
Molossus molossus,-0.316305556,-78.94919444
Molossus molossus,-0.3,-79.06666667
Molossus molossus,-0.256944444,-79.15694444
Molossus molossus,-0.566666667,-75.26666667
Molossus molossus,-0.4,-76.63333333
Molossus molossus,-0.4,-75.63333333
Molossus molossus,-0.116430556,-76.34078056
Molossus molossus,0.086111111,-76.87416667
Molossus molossus,0.3,-77.13333333
Molossus molossus,-1.4,-78.21666667
Molossus molossus,-4.090555556,-78.9575
Molossus molossus,-4.055277778,-78.94472222
Molossus rufus,-0.4215,-78.9677
Molossus rufus,-3.400277778,-78.57722222
Molossus rufus,-0.900555556,-75.59944444
Molossus rufus,-0.833333333,-76.35
Molossus rufus,-0.716666667,-77.38333333
Molossus rufus,-0.683333333,-76.4
Molossus rufus,-0.65,-76.45
Molossus rufus,-0.638502778,-76.14909444
Molossus rufus,-2.083333333,-77.45
Molossus rufus,-1.866666667,-76.78333333
Molossus rufus,-1.531666667,-78.02666667
Molossus rufus,-1.474444444,-77.65055556
Molossus rufus,-1.470833333,-77.43333333
Molossus rufus,0.3,-77.13333333
Molossus rufus,-0.0097,-76.18167
Mormoops megalophylla,0.516666667,-77.86666667
Mormoops megalophylla,0.566666667,-77.7
Mormoops megalophylla,0.816666667,-77.66666667
Mormoops megalophylla,-0.216666667,-78.55
Mormoops megalophylla,-0.016666667,-78.45
Mormoops megalophylla,0.004444444,-78.3575
Myotis albescens,-3.325555556,-79.29833333
Myotis albescens,1.001944444,-78.23638889
Myotis albescens,-3.8795,-80.09286111
Myotis albescens,-3.7365,-79.59475
Myotis albescens,-3.674277778,-80.10555556
Myotis albescens,0.333333333,-79.46666667
Myotis albescens,1.072583333,-78.7115
Myotis albescens,1.093555556,-78.70597222
Myotis albescens,1.258611111,-78.78083333
Myotis albescens,1.270277778,-78.80305556
Myotis albescens,0.729722222,-78.91888889
Myotis albescens,1.033333333,-78.81833333
Myotis albescens,-2.454694444,-79.62738889
Myotis albescens,-2.2,-80.01666667
Myotis albescens,-1.916666667,-79.68333333
Myotis albescens,0.2925,-78.96055556
Myotis albescens,-3.983333333,-79.35
Myotis albescens,-3.896805556,-80.07644444
Myotis albescens,-0.5864,-79.36666667
Myotis albescens,-1.525833333,-80.70694444
Myotis albescens,-2.716666667,-78.31666667
Myotis albescens,-0.983333333,-75.48333333
Myotis albescens,-0.916666667,-75.75
Myotis albescens,-0.8,-77.41666667
Myotis albescens,-2.066666667,-76.96666667
Myotis albescens,-1.616666667,-78.11666667
Myotis albescens,-2.3,-77
Myotis albescens,-1.466666667,-78.11666667
Myotis albescens,-1.405711111,-77.99548611
Myotis albescens,0.115277778,-78.57277778
Myotis albescens,0.116666667,-78.41666667
Myotis albescens,0.004167,-79.38667
Myotis albescens,-0.4,-76.63333333
Myotis albescens,0.091666667,-76.86666667
Myotis albescens,-1.385555556,-78.28027778
Myotis albescens,-1.316666667,-78.21666667
Myotis albescens,-3.755555556,-78.50027778
Myotis caucensis,-0.7,-77.11666667
Myotis caucensis,-2.066666667,-76.86666667
Myotis caucensis,-1.733333333,-77.5
Myotis caucensis,-1.583333333,-77.75
Myotis caucensis,-1.5,-78
Myotis caucensis,0,0
Myotis diminutus,-0.586388889,-79.36472222
Myotis keaysi,-2.916666667,-79.13333333
Myotis keaysi,-0.366666667,-78.91666667
Myotis keaysi,-3.7,-79.48333333
Myotis keaysi,0.266666667,-78.66666667
Myotis keaysi,-4.083333333,-79.81666667
Myotis keaysi,-3.518333333,-78.42722222
Myotis keaysi,-2.5525,-77.89666667
Myotis keaysi,-2.252777778,-78.19888889
Myotis keaysi,-2.204963889,-78.45858889
Myotis keaysi,-0.733333333,-77.55
Myotis keaysi,-0.72,-77.53
Myotis keaysi,-0.571944444,-77.60111111
Myotis keaysi,-0.536111111,-77.89416667
Myotis keaysi,-0.25,-77.68333333
Myotis keaysi,0.003611111,-78.68333333
Myotis keaysi,-0.216666667,-78.81666667
Myotis keaysi,-1.4,-78.41666667
Myotis keaysi,-1.316666667,-78.21666667
Myotis keaysi,-1.256944444,-78.3675
Myotis keaysi,-1.15,-78.46666667
Myotis nigricans,-3.061447222,-79.693725
Myotis nigricans,-1.433333333,-79.28333333
Myotis nigricans,0.916666667,-78.11666667
Myotis nigricans,1.001944444,-78.23638889
Myotis nigricans,-0.633333333,-78.63333333
Myotis nigricans,-3.766583333,-79.64747222
Myotis nigricans,-3.7365,-79.59475
Myotis nigricans,-3.702,-79.62177778
Myotis nigricans,-3.683333333,-79.61666667
Myotis nigricans,-3.680888889,-79.58194444
Myotis nigricans,-3.674277778,-80.10555556
Myotis nigricans,-3.656694444,-80.18227778
Myotis nigricans,0.729722222,-78.91888889
Myotis nigricans,0.766666667,-79.08333333
Myotis nigricans,0.783333333,-78.96666667
Myotis nigricans,0.878333333,-78.79222222
Myotis nigricans,0.966666667,-78.8
Myotis nigricans,0.983333333,-79.65555556
Myotis nigricans,1.066666667,-78.76666667
Myotis nigricans,1.093555556,-78.70597222
Myotis nigricans,1.116666667,-78.6
Myotis nigricans,1.233333333,-78.76
Myotis nigricans,1.346,-78.71666944
Myotis nigricans,-2.744611111,-79.91488889
Myotis nigricans,-2.454694444,-79.62738889
Myotis nigricans,-2.427291667,-79.58802778
Myotis nigricans,-2.427277778,-80.02158333
Myotis nigricans,-2.42675,-79.56125
Myotis nigricans,-2.421027778,-79.62697222
Myotis nigricans,-2.166666667,-79.1
Myotis nigricans,-2.166666667,-79.16666667
Myotis nigricans,-1.916666667,-79.68333333
Myotis nigricans,-1.916666667,-79.7
Myotis nigricans,-1.833333333,-79.93333333
Myotis nigricans,-1.366666667,-79.88333333
Myotis nigricans,0.266666667,-78.66666667
Myotis nigricans,0.285,-78.315
Myotis nigricans,0.473055556,-78.19611111
Myotis nigricans,0.805,-78.35083333
Myotis nigricans,0.815277778,-78.38833333
Myotis nigricans,-4.0275,-79.75
Myotis nigricans,-3.896805556,-80.07644444
Myotis nigricans,-0.5864,-79.36666667
Myotis nigricans,-1.608333333,-80.69111111
Myotis nigricans,-1.483333333,-80.33333333
Myotis nigricans,-0.6,-79.56666667
Myotis nigricans,-0.516666667,-80.43333333
Myotis nigricans,-0.201944444,-80.26333333
Myotis nigricans,0.033333333,-79.96666667
Myotis nigricans,-3.329372222,-78.55544444
Myotis nigricans,-3.201944444,-78.42833333
Myotis nigricans,-3.062222222,-77.94583333
Myotis nigricans,-2.5525,-77.89666667
Myotis nigricans,-2.466666667,-78.16666667
Myotis nigricans,-2.2025,-78.41472222
Myotis nigricans,-0.916666667,-77.25
Myotis nigricans,-0.718333333,-77.61166667
Myotis nigricans,-0.716666667,-77.53333333
Myotis nigricans,-0.683333333,-77.55
Myotis nigricans,-0.646666667,-77.82361111
Myotis nigricans,-0.616388889,-77.83166667
Myotis nigricans,-0.45,-77.9
Myotis nigricans,-0.45,-77.91666667
Myotis nigricans,-0.216666667,-77.2
Myotis nigricans,-0.1622,-77.65160833
Myotis nigricans,-0.833333333,-76.31666667
Myotis nigricans,-0.783333333,-77.28333333
Myotis nigricans,-0.721111111,-77.42333333
Myotis nigricans,-0.7,-77.43333333
Myotis nigricans,-0.7,-77.33333333
Myotis nigricans,-0.695016,-76.72716971
Myotis nigricans,-0.65,-76.45
Myotis nigricans,-0.633333333,-76.45
Myotis nigricans,-0.5,-77.31666667
Myotis nigricans,-0.312222222,-77.16805556
Myotis nigricans,-2.566666667,-76.8
Myotis nigricans,-2.366666667,-76.65
Myotis nigricans,-2.083333333,-77.45
Myotis nigricans,-1.8025,-76.78444444
Myotis nigricans,-1.583333333,-77.75
Myotis nigricans,-1.5,-77.8
Myotis nigricans,-1.474444444,-77.65055556
Myotis nigricans,-1.470833333,-77.43333333
Myotis nigricans,-1.466666667,-78.11861111
Myotis nigricans,-1.390277778,-77.41527778
Myotis nigricans,-0.516666667,-78.56666667
Myotis nigricans,-0.25,-78.66666667
Myotis nigricans,-0.218,-78.513
Myotis nigricans,-0.216666667,-78.75
Myotis nigricans,0.003611111,-78.68333333
Myotis nigricans,0.016666667,-78.91666667
Myotis nigricans,0.11,-78.62
Myotis nigricans,0.125,-78.62666667
Myotis nigricans,-0.333333333,-78.98333333
Myotis nigricans,-0.1,-79.33333333
Myotis nigricans,-0.583333333,-75.48333333
Myotis nigricans,-0.416,-76.097
Myotis nigricans,-0.053333333,-76.32222222
Myotis nigricans,-0.033333333,-77.11666667
Myotis nigricans,0.046,-77.33
Myotis nigricans,0.188888889,-76.81666667
Myotis nigricans,0.3,-77.13333333
Myotis nigricans,-1.381388889,-78.27444444
Myotis nigricans,-4.033888889,-78.57
Myotis nigricans,-3.983333333,-78.86666667
Myotis nigricans,-3.9825,-78.62972222
Myotis nigricans,-3.914352778,-78.49180556
Myotis nigricans,-3.75,-78.63333333
Myotis nigricans,-3.635555556,-78.38944444
Myotis oxyotus,-2.916666667,-79.13333333
Myotis oxyotus,0.5,-77.83333333
Myotis oxyotus,0.6,-77.66666667
Myotis oxyotus,-1.95,-78.91666667
Myotis oxyotus,-1.816666667,-78.4
Myotis oxyotus,-1.466666667,-78.8
Myotis oxyotus,-3.65,-79.63333333
Myotis oxyotus,-4.034,-79.19722222
Myotis oxyotus,-2.116458333,-78.14350556
Myotis oxyotus,-0.603333333,-77.89333333
Myotis oxyotus,-0.35,-78.125
Myotis oxyotus,-1.466666667,-78.11861111
Myotis oxyotus,-0.25,-78.73333333
Myotis oxyotus,-0.216666667,-78.81666667
Myotis oxyotus,-1.433333333,-78.25
Myotis oxyotus,-3.98,-79.2
Myotis oxyotus,-3.891944444,-78.50722222
Myotis oxyotus,-3.769758333,-78.50041111
Myotis riparius,-2.565016667,-78.51150278
Myotis riparius,-0.8,-79.15
Myotis riparius,-3.8795,-80.09286111
Myotis riparius,-3.7365,-79.59475
Myotis riparius,-3.702,-79.62177778
Myotis riparius,-3.683333333,-79.61666667
Myotis riparius,-3.680888889,-79.58194444
Myotis riparius,-3.656694444,-80.18227778
Myotis riparius,0.729722222,-78.91888889
Myotis riparius,0.878333333,-78.79222222
Myotis riparius,1.232,-78.76602778
Myotis riparius,-2.454694444,-79.62738889
Myotis riparius,-2.427277778,-80.02158333
Myotis riparius,0.266666667,-78.66666667
Myotis riparius,-4.033333333,-79.76666667
Myotis riparius,-0.5864,-79.36666667
Myotis riparius,-1.616666667,-80.7
Myotis riparius,-1.088611111,-80.84555556
Myotis riparius,-3.403055556,-78.57888889
Myotis riparius,-2.288611111,-78.21638889
Myotis riparius,-0.8672,-77.813
Myotis riparius,-0.718333333,-77.61166667
Myotis riparius,-0.7,-77.11666667
Myotis riparius,-1.033333333,-76.18333333
Myotis riparius,-0.833333333,-76.33333333
Myotis riparius,-0.783333333,-76.43333333
Myotis riparius,-0.683333333,-76.43333333
Myotis riparius,-0.65,-76.45
Myotis riparius,-0.648330556,-75.91361944
Myotis riparius,-0.633333333,-76.45
Myotis riparius,-0.621944444,-76.49361111
Myotis riparius,-0.616666667,-76.46666667
Myotis riparius,-1.479722222,-77.99611111
Myotis riparius,-1.474444444,-77.65055556
Myotis riparius,-1.466666667,-78.11666667
Myotis riparius,-1.366666667,-76.95
Myotis riparius,-0.081388889,-78.92611111
Myotis riparius,-0.048333333,-78.7725
Myotis riparius,-0.023888889,-78.72083333
Myotis riparius,0.046069444,-78.78477222
Myotis riparius,-0.256944444,-79.15694444
Myotis riparius,-0.2,-79.18333333
Myotis riparius,0.004167,-79.38667
Myotis riparius,0.066667,-76.96666667
Myotis riparius,-1.343055556,-78.21388889
Myotis simus,-2.3,-77
Myotis simus,-1.366666667,-76.95
Myotis simus,-0.4,-76.63333333
Noctilio albiventris,-1.066666667,-77.51666667
Noctilio albiventris,-0.766666667,-77.3
Noctilio albiventris,-0.7,-77.43333333
Noctilio albiventris,-0.606777,-76.46623425
Noctilio albiventris,-2.566666667,-76.8
Noctilio albiventris,-1.405713,-77.99548873
Noctilio albiventris,-0.583333333,-75.48333333
Noctilio albiventris,-0.566,-75.4833
Noctilio albiventris,-0.4,-76.63333333
Noctilio albiventris,0.016666667,-76.18333333
Noctilio albiventris,0.091666667,-76.86666667
Noctilio albiventris,0.116666667,-76.91666667
Noctilio albiventris,0.3,-77.13333333
Noctilio albiventris,-0.0097,-76.18167
Noctilio leporinus,-3.674277778,-80.10555556
Noctilio leporinus,-3.495,-80.11333333
Noctilio leporinus,0.383333333,-79.63333333
Noctilio leporinus,0.8,-79.9
Noctilio leporinus,0.8,-79.91666667
Noctilio leporinus,0.933333333,-79.43333333
Noctilio leporinus,1.066666667,-79.05
Noctilio leporinus,1.133333333,-79.08333333
Noctilio leporinus,1.25,-78.91666667
Noctilio leporinus,1.266666667,-78.81666667
Noctilio leporinus,1.358333333,-78.71666667
Noctilio leporinus,-2.636877778,-79.64615
Noctilio leporinus,-2.421027778,-79.62697222
Noctilio leporinus,-2.180777778,-80.03175
Noctilio leporinus,-2.166666667,-79.83333333
Noctilio leporinus,-4.233333333,-80.25
Noctilio leporinus,-0.687527778,-80.236125
Noctilio leporinus,-1.067222222,-77.62361111
Noctilio leporinus,-2.083333333,-77.16666667
Noctilio leporinus,-2.066666667,-76.96666667
Noctilio leporinus,-1.531666667,-78.02666667
Noctilio leporinus,-1.390277778,-77.41527778
Nyctinomops macrotis,-2.166666667,-79.83333333
Nyctinomops macrotis,-3.983333333,-79.18333333
Nyctinomops macrotis,-0.683333333,-80.1
Nyctinomops macrotis,-1.733333333,-77.48333333
Nyctinomops macrotis,-1.466666667,-77.98333333
Peropteryx kappleri,1.038888889,-78.275
Peropteryx kappleri,-3.716666667,-79.61666667
Peropteryx kappleri,-3.7,-79.55
Peropteryx kappleri,-3.884277778,-80.07808333
Peropteryx kappleri,-1.716666667,-79.38333333
Peropteryx leucoptera,-0.7,-76.38333333
Peropteryx leucoptera,0.016666667,-76.15
Peropteryx macrotis,-0.966666667,-77.73333333
Peropteryx macrotis,-0.95,-77.78333333
Peropteryx macrotis,-0.866666667,-77.8
Peropteryx macrotis,-0.833333333,-77.76666667
Peropteryx macrotis,-0.816666667,-77.76666667
Peropteryx macrotis,-0.35,-78.18333333
Peropteryx macrotis,-1.033333333,-76.16666667
Peropteryx macrotis,-0.866666667,-76.5
Peropteryx macrotis,-0.721111111,-77.42333333
Peropteryx macrotis,-0.666666667,-76.4
Peropteryx macrotis,-0.65,-75.91666667
Peropteryx macrotis,-0.283333333,-76.85
Peropteryx macrotis,-1.733333333,-77.48333333
Peropteryx macrotis,-1.45,-78.11861111
Peropteryx macrotis,-1.422983,-78.03377297
Peropteryx macrotis,-1.401092,-78.04177262
Peropteryx macrotis,-4.016666667,-79.01666667
Peropteryx pallidoptera,-0.8,-76.4
Peropteryx pallidoptera,-0.651944444,-76.14027778
Peropteryx pallidoptera,0.033333,-77.4
Phylloderma stenops,-3.8795,-80.09286111
Phylloderma stenops,0.517777778,-79.34138889
Phylloderma stenops,0.683333333,-80.03333333
Phylloderma stenops,1.232,-78.76602778
Phylloderma stenops,1.25,-78.91666667
Phylloderma stenops,1.258611111,-78.78083333
Phylloderma stenops,-1.366666667,-79.9
Phylloderma stenops,-0.5864,-79.36666667
Phylloderma stenops,-2.116458333,-78.14350556
Phylloderma stenops,-0.75,-76.76666667
Phylloderma stenops,-0.733333333,-76.45
Phylloderma stenops,-0.683333333,-76.43333333
Phylloderma stenops,-0.666666667,-76.4
Phylloderma stenops,-0.45,-76.61666667
Phylloderma stenops,0.133333333,-78.66666667
Phylloderma stenops,-0.583333333,-75.48333333
Phylloderma stenops,-0.465027778,-75.34511111
Phylloderma stenops,-0.4,-76.63333333
Phylloderma stenops,-0.031488889,-76.32111111
Phylloderma stenops,0.200769444,-76.28201944
Phylloderma stenops,-3.769758333,-78.50041111
Phyllostomus discolor,-1.45,-79.3
Phyllostomus discolor,-3.766583333,-79.64747222
Phyllostomus discolor,-3.702,-79.62177778
Phyllostomus discolor,-3.674277778,-80.10555556
Phyllostomus discolor,-3.656694444,-80.18227778
Phyllostomus discolor,-3.495,-80.11333333
Phyllostomus discolor,-3.457777778,-80.10555556
Phyllostomus discolor,0.466666667,-79.41666667
Phyllostomus discolor,0.7,-79.56666667
Phyllostomus discolor,0.716666667,-78.91888889
Phyllostomus discolor,0.864722222,-78.56666667
Phyllostomus discolor,0.878333333,-78.79222222
Phyllostomus discolor,0.933333333,-79.43333333
Phyllostomus discolor,1.093555556,-78.70597222
Phyllostomus discolor,1.258611111,-78.78083333
Phyllostomus discolor,1.270277778,-78.80305556
Phyllostomus discolor,-2.833333333,-80.13333333
Phyllostomus discolor,-2.744611111,-79.91488889
Phyllostomus discolor,-2.42675,-79.56125
Phyllostomus discolor,-2.421027778,-79.62697222
Phyllostomus discolor,-2.166666667,-79.16666667
Phyllostomus discolor,0.2925,-78.96055556
Phyllostomus discolor,0.756666667,-78.28833333
Phyllostomus discolor,-1.333333333,-79.58333333
Phyllostomus discolor,-1.525833333,-80.70694444
Phyllostomus discolor,-0.684405556,-75.92283333
Phyllostomus discolor,-0.648330556,-75.91361944
Phyllostomus discolor,-0.5,-77.31666667
Phyllostomus discolor,0.116666667,-79.25
Phyllostomus discolor,0.183333333,-78.63333333
Phyllostomus discolor,-0.333333333,-78.98333333
Phyllostomus discolor,-0.313055556,-78.96765833
Phyllostomus discolor,-0.256944444,-79.15694444
Phyllostomus discolor,-0.566666667,-75.26666667
Phyllostomus elongatus,1.036666667,-78.77361111
Phyllostomus elongatus,1.083333333,-78.7
Phyllostomus elongatus,1.185,-78.59444444
Phyllostomus elongatus,1.232,-78.76602778
Phyllostomus elongatus,1.270277778,-78.80305556
Phyllostomus elongatus,1.358333333,-78.71666667
Phyllostomus elongatus,-2.5525,-77.89666667
Phyllostomus elongatus,-1.071944444,-77.62138889
Phyllostomus elongatus,-1.031722222,-77.66447222
Phyllostomus elongatus,-1.098611111,-75.64944444
Phyllostomus elongatus,-0.983333333,-76.21666667
Phyllostomus elongatus,-0.900555556,-75.59944444
Phyllostomus elongatus,-0.869722222,-75.90694444
Phyllostomus elongatus,-0.865555556,-75.92444444
Phyllostomus elongatus,-0.833333333,-76.35
Phyllostomus elongatus,-0.831666667,-77.4775
Phyllostomus elongatus,-0.8,-76.4
Phyllostomus elongatus,-0.789945,-76.20312543
Phyllostomus elongatus,-0.783333333,-76.43333333
Phyllostomus elongatus,-0.774444444,-76.20222222
Phyllostomus elongatus,-0.766666667,-77.3
Phyllostomus elongatus,-0.75,-77.46861111
Phyllostomus elongatus,-0.75,-76.76666667
Phyllostomus elongatus,-0.725833333,-76.72583333
Phyllostomus elongatus,-0.719713,-77.53000022
Phyllostomus elongatus,-0.7,-77.33333333
Phyllostomus elongatus,-0.691509,-75.918113
Phyllostomus elongatus,-0.683333333,-76.43333333
Phyllostomus elongatus,-0.65,-76.45
Phyllostomus elongatus,-0.643611111,-75.90927778
Phyllostomus elongatus,-0.633333333,-76.45
Phyllostomus elongatus,-0.623012,-76.50573337
Phyllostomus elongatus,-0.616666667,-75.33333333
Phyllostomus elongatus,-0.616666667,-76.46666667
Phyllostomus elongatus,-0.615436111,-75.88103056
Phyllostomus elongatus,-0.595263889,-76.051625
Phyllostomus elongatus,-0.583333333,-76.48333333
Phyllostomus elongatus,-0.483333333,-76.35
