Species,LATITUDE,LONGITUDE
Carollia castanea,-1.470494444,-77.99384722
Carollia castanea,-1.401092,-78.04177262
Carollia castanea,-1.390277778,-77.41527778
Carollia castanea,-0.319722222,-78.93944444
Carollia castanea,-0.3,-79.06667
Carollia castanea,-0.051152778,-78.64506944
Carollia castanea,-0.048333333,-78.7725
Carollia castanea,0.003611111,-78.68333333
Carollia castanea,0.05,-79.11666667
Carollia castanea,0.065,-79.027
Carollia castanea,0.11,-78.62
Carollia castanea,0.116666667,-78.66666667
Carollia castanea,0.133333333,-78.66666667
Carollia castanea,0.18,-78.63
Carollia castanea,0.216666667,-78.76666667
Carollia castanea,-0.333333333,-78.98333333
Carollia castanea,-0.316305556,-78.94919444
Carollia castanea,-0.2,-79.18333333
Carollia castanea,-0.108055556,-78.99777778
Carollia castanea,0.004167,-79.38667
Carollia castanea,-0.583333333,-75.48333333
Carollia castanea,-0.473277778,-76.46013889
Carollia castanea,-0.4,-76.63333333
Carollia castanea,-0.4,-75.63333333
Carollia castanea,-0.393733,-76.6217604
Carollia castanea,-0.333333333,-75.83333333
Carollia castanea,-0.333333333,-76.46666667
Carollia castanea,-0.318194444,-75.76619444
Carollia castanea,-0.260555556,-75.88333333
Carollia castanea,-0.053333333,-76.32222222
Carollia castanea,0.05,-76.96666667
Carollia castanea,-0.033333333,-77.11666667
Carollia castanea,0.057416667,-77.08086667
Carollia castanea,0.086111111,-76.87416667
Carollia castanea,0.155833333,-77.16
Carollia castanea,0.175,-76.83333333
Carollia castanea,0.183333333,-76.78333333
Carollia castanea,0.3,-77.13333333
Carollia castanea,-0.0097,-76.18167
Carollia castanea,-4.033888889,-78.57
Carollia castanea,-3.9825,-78.62972222
Carollia castanea,-3.635555556,-78.38944444
Carollia perspicillata,-3.313888889,-79.47444444
Carollia perspicillata,-1.45,-79.3
Carollia perspicillata,-1.433333333,-79.28333333
Carollia perspicillata,0.826666667,-78.31666667
Carollia perspicillata,0.916666667,-78.11666667
Carollia perspicillata,-2,-78.95
Carollia perspicillata,-0.420277778,-78.96752778
Carollia perspicillata,-3.683778,-79.622556
Carollia perspicillata,-3.8,-79.56666667
Carollia perspicillata,0.283333333,-79.3
Carollia perspicillata,0.517777778,-79.34138889
Carollia perspicillata,0.616666667,-79.85
Carollia perspicillata,0.65,-79.53333333
Carollia perspicillata,0.681388889,-78.94611111
Carollia perspicillata,0.716666667,-79.68333333
Carollia perspicillata,0.716666667,-78.91888889
Carollia perspicillata,0.721666667,-79.91777778
Carollia perspicillata,0.729722222,-78.91888889
Carollia perspicillata,0.75,-78.91888889
Carollia perspicillata,0.816666667,-79.71666667
Carollia perspicillata,0.833333333,-79.93333333
Carollia perspicillata,0.864722222,-78.56666667
Carollia perspicillata,0.866666667,-79.86666667
Carollia perspicillata,0.878333333,-78.79222222
Carollia perspicillata,0.9,-78.55
Carollia perspicillata,0.9,-78.61666667
Carollia perspicillata,0.933333333,-79.43333333
Carollia perspicillata,0.983333333,-79.65555556
Carollia perspicillata,1.036666667,-78.77361111
Carollia perspicillata,1.066666667,-78.76666667
Carollia perspicillata,1.072583333,-78.7115
Carollia perspicillata,1.093555556,-78.70597222
Carollia perspicillata,1.114166667,-78.99361111
Carollia perspicillata,1.185,-78.59444444
Carollia perspicillata,1.201111111,-78.56166667
Carollia perspicillata,1.216666667,-78.75666667
Carollia perspicillata,1.232,-78.76602778
Carollia perspicillata,1.266666667,-78.81666667
Carollia perspicillata,1.270277778,-78.80305556
Carollia perspicillata,1.358333333,-78.71666667
Carollia perspicillata,-2.433333333,-79.66666667
Carollia perspicillata,-2.42675,-79.56125
Carollia perspicillata,-1.833333333,-80.73333333
Carollia perspicillata,0.266666667,-78.66666667
Carollia perspicillata,0.2925,-78.96055556
Carollia perspicillata,0.566666667,-78.46666667
Carollia perspicillata,0.756666667,-78.28833333
Carollia perspicillata,0.782777778,-78.3
Carollia perspicillata,0.805,-78.35083333
Carollia perspicillata,0.815277778,-78.38833333
Carollia perspicillata,0.82,-78.3575
Carollia perspicillata,0.866666667,-78.46666667
Carollia perspicillata,-4.443333333,-79.30083333
Carollia perspicillata,-1.333333333,-79.58333333
Carollia perspicillata,-0.5864,-79.36666667
Carollia perspicillata,-1.6,-80.7
Carollia perspicillata,-1.088763889,-80.84558889
Carollia perspicillata,-0.883333333,-79.71666667
Carollia perspicillata,0.033333333,-79.96666667
Carollia perspicillata,-0.683333333,-80.08333333
Carollia perspicillata,-3.596944444,-78.46277778
Carollia perspicillata,-3.062416667,-77.94585833
Carollia perspicillata,-3.033333333,-77.9
Carollia perspicillata,-2.716666667,-78.31666667
Carollia perspicillata,-2.5525,-77.89666667
Carollia perspicillata,-2.466666667,-78.16666667
Carollia perspicillata,-2.2808889,-78.1210833
Carollia perspicillata,-2.21645,-78.12645833
Carollia perspicillata,-1.874833333,-78.14141667
Carollia perspicillata,-1.771275,-78.01386111
Carollia perspicillata,-1.083333333,-77.56666667
Carollia perspicillata,-1.0675,-77.62138889
Carollia perspicillata,-1.0531,-78.17376
Carollia perspicillata,-1.021583333,-77.65952778
Carollia perspicillata,-0.981666667,-77.81888889
Carollia perspicillata,-0.940222222,-77.753
Carollia perspicillata,-0.933333333,-77.83333333
Carollia perspicillata,-0.906111111,-77.80444444
Carollia perspicillata,-0.883333333,-77.58333333
Carollia perspicillata,-0.866666667,-77.83333333
Carollia perspicillata,-0.85,-77.8
Carollia perspicillata,-0.718333333,-77.61166667
Carollia perspicillata,-0.691694444,-77.72847222
Carollia perspicillata,-0.683333333,-77.55
Carollia perspicillata,-0.646666667,-77.82361111
Carollia perspicillata,-0.536111111,-77.89416667
Carollia perspicillata,-0.098333333,-77.57444444
Carollia perspicillata,-0.983333333,-75.48333333
Carollia perspicillata,-0.900555556,-75.59944444
Carollia perspicillata,-0.865555556,-75.92444444
Carollia perspicillata,-0.833333333,-76.35
Carollia perspicillata,-0.833333333,-76.33333333
Carollia perspicillata,-0.831666667,-77.4775
Carollia perspicillata,-0.823888889,-76.455
Carollia perspicillata,-0.779688,-75.53000036
Carollia perspicillata,-0.774444444,-76.20222222
Carollia perspicillata,-0.75,-76.76666667
Carollia perspicillata,-0.729709,-77.22000024
Carollia perspicillata,-0.7,-77.43333333
Carollia perspicillata,-0.694444444,-76.67083333
Carollia perspicillata,-0.683333333,-76.43333333
Carollia perspicillata,-0.677194444,-76.40094444
Carollia perspicillata,-0.666666667,-76.4
Carollia perspicillata,-0.666666667,-76.46666667
Carollia perspicillata,-0.65,-76.45
Carollia perspicillata,-0.633333333,-77.41666667
Carollia perspicillata,-0.633333333,-76.45
Carollia perspicillata,-0.633333333,-76.5
Carollia perspicillata,-0.616666667,-75.33333333
Carollia perspicillata,-0.606777,-76.46623425
Carollia perspicillata,-0.5,-77.31666667
Carollia perspicillata,-0.481666667,-76.96916667
Carollia perspicillata,-0.426666667,-77.00833333
Carollia perspicillata,-0.407138889,-76.11305556
Carollia perspicillata,-0.319444444,-76.95001111
Carollia perspicillata,-0.312222222,-77.16805556
Carollia perspicillata,-2.566666667,-76.8
Carollia perspicillata,-2.066666667,-76.96666667
Carollia perspicillata,-1.616666667,-78.11666667
Carollia perspicillata,-1.613,-75.96599722
Carollia perspicillata,-1.583333333,-77.75
Carollia perspicillata,-1.551388889,-78.02277778
Carollia perspicillata,-1.510833333,-78.06694444
Carollia perspicillata,-1.503611111,-78.02722222
Carollia perspicillata,-1.5,-77.45
Carollia perspicillata,-1.486388889,-78.00666667
Carollia perspicillata,-1.479722222,-77.99611111
Carollia perspicillata,-1.470833333,-77.43333333
Carollia perspicillata,-1.470494444,-77.99384722
Carollia perspicillata,-1.466666667,-78.11666667
Carollia perspicillata,-1.454166667,-77.43333333
Carollia perspicillata,-1.405713,-77.99548873
Carollia perspicillata,-1.401092,-78.04177262
Carollia perspicillata,-1.299,-76.137
Carollia perspicillata,-0.3304833,-78.9413833
Carollia perspicillata,-0.319722222,-78.93944444
Carollia perspicillata,-0.316305556,-78.94919444
Carollia perspicillata,-0.274311,-79.07910002
Carollia perspicillata,-0.216666667,-78.65
Carollia perspicillata,-0.0333333,0
Carollia perspicillata,0.05,-79.11666667
Carollia perspicillata,0.064,-79.024
Carollia perspicillata,0.081388889,-78.92611111
Carollia perspicillata,0.083333333,-79.03333333
Carollia perspicillata,0.116666667,-78.66666667
Carollia perspicillata,0.116666667,-78.41666667
Carollia perspicillata,0.166666667,-78.91666667
Carollia perspicillata,0.183333333,-78.63333333
Carollia perspicillata,0.216666667,-78.76666667
Carollia perspicillata,-0.333333333,-78.98333333
Carollia perspicillata,-0.256944444,-79.15694444
Carollia perspicillata,-0.2,-79.18333333
Carollia perspicillata,-0.066666667,-79.31666667
Carollia perspicillata,0.004167,-79.38667
Carollia perspicillata,0.2,-77.48333333
Carollia perspicillata,-0.583333333,-75.48333333
Carollia perspicillata,-0.416983,-76.09700062
Carollia perspicillata,-0.4,-76.63333333
Carollia perspicillata,-0.318194444,-75.76619444
Carollia perspicillata,-0.260555556,-75.88333333
Carollia perspicillata,-0.053333333,-76.32222222
Carollia perspicillata,0.05,-76.96666667
Carollia perspicillata,-0.033333333,-77.11666667
Carollia perspicillata,-0.009722222,-76.18166667
Carollia perspicillata,0.016666667,-76.18333333
Carollia perspicillata,0.022777778,-77.32132778
Carollia perspicillata,0.057416667,-77.08086667
Carollia perspicillata,0.155833333,-77.16
Carollia perspicillata,0.183333333,-76.78333333
Carollia perspicillata,0.188888889,-76.82
Carollia perspicillata,-1.407055556,-78.29133333
Carollia perspicillata,-1.343055556,-78.21388889
Carollia perspicillata,-4.55,-79.08333333
Carollia perspicillata,-4.55,-79.13333333
Carollia perspicillata,-4.283333333,-78.63333333
Carollia perspicillata,-3.9825,-78.62972222
Centronycteris centralis,0.9,-78.98333333
Centronycteris centralis,1.266666667,-78.81666667
Centronycteris centralis,0.266666667,-78.65
Centronycteris centralis,-0.166667,-79.6333
Centronycteris centralis,-2.066666667,-76.96666667
Centronycteris centralis,-1.466666667,-78.11861111
Centronycteris centralis,-4.166666667,-78.71666667
Chiroderma salvini,-3.061447222,-79.69361111
Chiroderma salvini,-1.166666667,-79.21666667
Chiroderma salvini,-0.366666667,-78.91666667
Chiroderma salvini,-3.8,-79.56666667
Chiroderma salvini,0.9,-78.61666667
Chiroderma salvini,-1.366666667,-79.88333333
Chiroderma salvini,0.190319444,-78.8985
Chiroderma salvini,-1.614166667,-80.68472222
Chiroderma salvini,-0.883333333,-77.58333333
Chiroderma salvini,-0.718333333,-77.61166667
Chiroderma salvini,-0.048333333,-78.7725
Chiroderma salvini,-0.316305556,-78.94919444
Chiroderma salvini,-0.314438889,-79.0207
Chiroderma salvini,-0.3,-78.95
Chiroderma salvini,-0.4,-76.63333333
Chiroderma salvini,0.155833333,-77.16
Chiroderma trinitatum,0.517777778,-79.34138889
Chiroderma trinitatum,0.716666667,-78.91888889
Chiroderma trinitatum,0.878333333,-78.79222222
Chiroderma trinitatum,1.072583333,-78.7115
Chiroderma trinitatum,1.093555556,-78.70597222
Chiroderma trinitatum,1.232,-78.76602778
Chiroderma trinitatum,1.258611111,-78.78083333
Chiroderma trinitatum,1.355944444,-78.72425
Chiroderma trinitatum,-1.614166667,-80.68472222
Chiroderma trinitatum,-0.133333333,-77.18333333
Chiroderma trinitatum,-0.901111111,-76.2175
Chiroderma trinitatum,-0.833333333,-76.35
Chiroderma trinitatum,-0.833333333,-76.33333333
Chiroderma trinitatum,-0.75,-76.76666667
Chiroderma trinitatum,-0.739166667,-76.72027778
Chiroderma trinitatum,-0.721111111,-77.42333333
Chiroderma trinitatum,-0.694444444,-76.67083333
Chiroderma trinitatum,-0.683333333,-76.4
Chiroderma trinitatum,-0.683333333,-76.43333333
Chiroderma trinitatum,-0.665833333,-75.91916667
Chiroderma trinitatum,-0.643611111,-75.90927778
Chiroderma trinitatum,-0.595263889,-76.051625
Chiroderma trinitatum,-1.702,-79.16506111
Chiroderma trinitatum,-1.474444444,-77.65055556
Chiroderma trinitatum,-1.405713,-77.99548873
Chiroderma trinitatum,-1.307088,-76.07154229
Chiroderma villosum,-3.051388889,-79.7175
Chiroderma villosum,1.001944444,-78.23638889
Chiroderma villosum,-3.8795,-80.09286111
Chiroderma villosum,0.517777778,-79.34138889
Chiroderma villosum,0.716666667,-79.68333333
Chiroderma villosum,1.258611111,-78.78083333
Chiroderma villosum,1.358333333,-78.71666667
Chiroderma villosum,-2.427277778,-80.02158333
Chiroderma villosum,-2.180777778,-80.03175
Chiroderma villosum,-2.166666667,-80.03333333
Chiroderma villosum,-1.466666667,-79.65
Chiroderma villosum,-1.614166667,-80.68472222
Chiroderma villosum,0.033333333,-79.96666667
Chiroderma villosum,-3.329372222,-78.55544444
Chiroderma villosum,-1.771275,-78.01386111
Chiroderma villosum,-1.067222222,-77.62361111
Chiroderma villosum,-0.833333333,-76.35
Chiroderma villosum,-0.833333333,-76.33333333
Chiroderma villosum,-0.8,-76.4
Chiroderma villosum,-0.694444444,-76.67083333
Chiroderma villosum,-0.65,-76.45
Chiroderma villosum,-0.634722222,-76.16472222
Chiroderma villosum,-2.066666667,-76.96666667
Chiroderma villosum,-1.702,-79.16506111
Chiroderma villosum,-1.474444444,-77.65055556
Chiroderma villosum,-1.454166667,-77.43333333
Chiroderma villosum,-1.24,-77.69333333
Chiroderma villosum,-0.048333333,-78.7725
Chiroderma villosum,0.046069444,-78.78477222
Chiroderma villosum,0.05,-79.11666667
Chiroderma villosum,-0.583333333,-75.48333333
Chiroderma villosum,-0.4,-76.63333333
Chiroderma villosum,-0.116666667,-75.6
Chiroderma villosum,-0.053333333,-76.32222222
Chiroderma villosum,0.033333333,-77.4
Chiroderma villosum,0.086111111,-76.87416667
Chiroderma villosum,0.3,-77.13333333
Chiroderma villosum,-4.283333333,-78.63333333
Chiroderma villosum,-4.166666667,-78.71666667
Choeroniscus minor,0.190319444,-78.8985
Choeroniscus minor,-4.383333333,-79.95
Choeroniscus minor,-0.95,-77.78333333
Choeroniscus minor,-0.260555556,-75.89833333
Choeroniscus minor,-1.005555556,-77.06388889
Choeroniscus minor,-0.833333333,-76.35
Choeroniscus minor,-0.721111111,-77.42333333
Choeroniscus minor,-0.683333333,-76.4
Choeroniscus minor,-0.683333333,-76.43333333
Choeroniscus minor,-0.65,-76.45
Choeroniscus minor,-0.633333333,-76.45
Choeroniscus minor,-0.606777,-76.46623425
Choeroniscus minor,0.05,-79.11666667
Choeroniscus minor,0.216666667,-78.76666667
Choeroniscus minor,-0.066666667,-79.31666667
Choeroniscus minor,0.083333,-77.21
Choeroniscus minor,0.3,-77.13333333
Choeroniscus periosus,0.729722222,-78.91888889
Choeroniscus periosus,0.9,-78.55
Chrotopterus auritus,-2.583333333,-78.5
Chrotopterus auritus,-2.418916667,-79.65083333
Chrotopterus auritus,-4,-80.38333333
Chrotopterus auritus,-1.614166667,-80.68472222
Chrotopterus auritus,-1.049017,-77.81098404
Chrotopterus auritus,-0.718333333,-77.61166667
Chrotopterus auritus,-1.004997222,-75.88233056
Chrotopterus auritus,-0.699721,-77.43000021
Chrotopterus auritus,-0.691509,-75.918113
Chrotopterus auritus,-0.65,-76.45
Chrotopterus auritus,-0.633333333,-76.5
Chrotopterus auritus,-0.616666667,-76.46666667
Chrotopterus auritus,-0.476666667,-75.865
Chrotopterus auritus,-1.299,-76.137
Chrotopterus auritus,-0.0315,-76.32111111
Chrotopterus auritus,-4.333086111,-78.6807
Chrotopterus auritus,-3.565347222,-78.42648889
Cormura brevirostris,1.233333333,-78.76
Cormura brevirostris,-1.59,-78.15777778
Cormura brevirostris,-1.066666667,-77.63333333
Cormura brevirostris,-0.933333333,-77.83333333
Cormura brevirostris,-0.75,-76.76666667
Cormura brevirostris,-0.7,-76.25
Cormura brevirostris,-0.7,-77.13333333
Cormura brevirostris,-0.65,-76.45
Cormura brevirostris,-0.633333333,-76.45
Cormura brevirostris,-0.606777,-76.46623425
Cormura brevirostris,-0.516666667,-76.1
Cormura brevirostris,-0.433333333,-77.33333333
Cormura brevirostris,-2.083333333,-77.16666667
Cormura brevirostris,-2.083333333,-77.45
Cormura brevirostris,-1.733333333,-77.48333333
Cormura brevirostris,-1.383333333,-77.38333333
Cormura brevirostris,-1.299,-76.137
Cormura brevirostris,-0.4,-76.63333333
Cormura brevirostris,-0.366666667,-75.66666667
Cormura brevirostris,-0.317993,-75.76619883
Cormura brevirostris,0.155833333,-77.16
Cynomops greenhalli,-2.427277778,-80.02158333
Cynomops greenhalli,-4.233333333,-80.25
Cynomops greenhalli,-4.116666667,-80.4
Cynomops greenhalli,0.016666667,-78.71666667
Cynomops mastivus,-0.638502778,-76.14909444
Cynomops mastivus,0,0
Cynomops mastivus,-1.733333333,-77.48333333
Cynomops mastivus,-0.166666667,-79.58333333
Cynomops tonkigui,-1.03333,-77.36667
Cynomops tonkigui,-0.65,-76.45
Dermanura anderseni,-3.329372222,-78.55544444
Dermanura anderseni,-2.252927778,-78.19895
Dermanura anderseni,-0.433333333,-77.18333333
Dermanura anderseni,-1.098611111,-75.64944444
Dermanura anderseni,-0.983333333,-76.21666667
Dermanura anderseni,-0.865555556,-75.92444444
Dermanura anderseni,-0.833333333,-76.35
Dermanura anderseni,-0.833333333,-76.33333333
Dermanura anderseni,-0.8,-76.4
Dermanura anderseni,-0.683333333,-76.43333333
Dermanura anderseni,-0.666666667,-76.4
Dermanura anderseni,-0.65,-76.45
Dermanura anderseni,-0.633333333,-76.45
Dermanura anderseni,-0.595263889,-76.051625
Dermanura anderseni,-0.5,-77.31666667
Dermanura anderseni,-2.066666667,-76.96666667
Dermanura anderseni,-1.474444444,-77.65055556
Dermanura anderseni,-1.470833333,-77.43333333
Dermanura anderseni,-1.466666667,-78.11861111
Dermanura anderseni,-1.307088,-76.07154229
Dermanura anderseni,-1.24,-77.69333333
Dermanura anderseni,-0.583333333,-75.48333333
Dermanura anderseni,-0.566666667,-75.26666667
Dermanura anderseni,-0.260555556,-75.88333333
Dermanura anderseni,-0.25,-76.5
Dermanura anderseni,-3.681252778,-78.49317222
Dermanura glauca,-3.644123,-78.39550081
Dermanura glauca,-3.596944444,-78.46277778
Dermanura glauca,-3.518333333,-78.42722222
Dermanura glauca,-3.483333333,-78.23333333
Dermanura glauca,-3.45,-78.35
Dermanura glauca,-3.201944444,-78.42833333
Dermanura glauca,-2.468888889,-78.2025
Dermanura glauca,-2.3175,-78.27555556
Dermanura glauca,-2.288611111,-78.21638889
Dermanura glauca,-2.252777778,-78.19888889
Dermanura glauca,-1.59,-78.15777778
Dermanura glauca,-0.933,-77.90399722
Dermanura glauca,-0.866666667,-77.83333333
Dermanura glauca,-0.718333333,-77.61166667
Dermanura glauca,-0.646666667,-77.82361111
Dermanura glauca,-0.633333333,-77.85
Dermanura glauca,-0.616388889,-77.83166667
Dermanura glauca,-0.583333333,-77.86666667
Dermanura glauca,-0.55,-77.83333333
Dermanura glauca,-0.536111111,-77.89416667
Dermanura glauca,-0.533333333,-77.86666667
Dermanura glauca,-0.25,-77.68333333
Dermanura glauca,-0.699721,-77.43000021
Dermanura glauca,-0.694444444,-76.67083333
Dermanura glauca,-0.647932,-76.46047803
Dermanura glauca,-0.621944444,-76.49361111
Dermanura glauca,-0.616666667,-75.33333333
Dermanura glauca,-0.595263889,-76.051625
Dermanura glauca,-0.433333333,-77.18333333
Dermanura glauca,-0.312222222,-77.16805556
Dermanura glauca,-1.733333333,-77.48333333
Dermanura glauca,-1.551388889,-78.02277778
Dermanura glauca,-1.510833333,-78.06694444
Dermanura glauca,-1.5,-77.45
Dermanura glauca,-1.474444444,-77.65055556
Dermanura glauca,-1.466666667,-78.11861111
Dermanura glauca,-1.166666667,-77.16666667
Dermanura glauca,-0.583333333,-75.48333333
Dermanura glauca,-0.4,-76.63333333
Dermanura glauca,-0.183333333,-76.25
Dermanura glauca,-0.083333333,-77.58333333
Dermanura glauca,0.155833333,-77.16
Dermanura glauca,0.3,-77.13333333
Dermanura glauca,-1.445833333,-78.22055556
Dermanura glauca,-1.431944444,-78.84916667
Dermanura glauca,-1.406944444,-78.29138889
Dermanura glauca,-1.396944444,-78.34694444
Dermanura glauca,-1.381388889,-78.27444444
Dermanura glauca,-4.090555556,-78.9575
Dermanura glauca,-3.914352778,-78.49168056
Dermanura glauca,-3.838333333,-78.52833333
Dermanura glauca,-3.782,-78.495
Dermanura glauca,-3.769722222,-78.50041111
Dermanura glauca,-3.756727778,-78.50202778
Dermanura glauca,-3.7375,-78.49194444
Dermanura gnoma,-3.201944444,-78.42833333
Dermanura gnoma,-3.062416667,-77.94585833
Dermanura gnoma,-1.083333333,-77.56666667
Dermanura gnoma,-1.071944444,-77.62138889
Dermanura gnoma,-0.866666667,-77.83333333
Dermanura gnoma,-0.733333333,-77.53333333
Dermanura gnoma,-0.718333333,-77.61166667
Dermanura gnoma,-0.716666667,-77.53333333
Dermanura gnoma,-0.691694444,-77.72847222
Dermanura gnoma,-0.25,-77.68333333
Dermanura gnoma,-0.098333333,-77.57444444
Dermanura gnoma,-1.033333333,-76.18333333
Dermanura gnoma,-0.983333333,-76.21666667
Dermanura gnoma,-0.925555556,-76.69138889
Dermanura gnoma,-0.901111111,-76.2175
Dermanura gnoma,-0.865555556,-75.92444444
Dermanura gnoma,-0.833333333,-76.35
Dermanura gnoma,-0.823888889,-76.455
Dermanura gnoma,-0.783333333,-76.43333333
Dermanura gnoma,-0.774444444,-76.20222222
Dermanura gnoma,-0.75,-76.76666667
Dermanura gnoma,-0.694444444,-76.67083333
Dermanura gnoma,-0.683333333,-76.4
Dermanura gnoma,-0.683333333,-76.43333333
Dermanura gnoma,-0.666666667,-76.46666667
Dermanura gnoma,-0.666666667,-76.4
Dermanura gnoma,-0.65,-76.45
Dermanura gnoma,-0.633333333,-76.45
Dermanura gnoma,-0.624444444,-76.47217222
Dermanura gnoma,-0.621944444,-76.49361111
Dermanura gnoma,-0.606777,-76.46623425
Dermanura gnoma,-0.52,-76.755
Dermanura gnoma,-0.312222222,-77.16805556
Dermanura gnoma,-1.8025,-76.78444444
Dermanura gnoma,-1.551388889,-78.02277778
Dermanura gnoma,-1.479241667,-77.99616667
Dermanura gnoma,-1.474444444,-77.65055556
Dermanura gnoma,-1.470833333,-77.43333333
Dermanura gnoma,-1.466666667,-78.11861111
Dermanura gnoma,-1.405713,-77.99548873
Dermanura gnoma,-1.1167,-76.95
Dermanura gnoma,-0.566666667,-75.26666667
Dermanura gnoma,-0.566666667,-75.48333333
Dermanura gnoma,-0.116666667,-75.6
Dermanura gnoma,-0.053333333,-76.32222222
Dermanura gnoma,-0.033333333,-77.11666667
Dermanura gnoma,0.155833333,-77.16
Dermanura gnoma,0.2,-77.33333333
Dermanura gnoma,0.3,-77.13333333
Dermanura gnoma,-4.283333333,-78.63333333
Dermanura gnoma,-3.9825,-78.62972222
Dermanura gnoma,-3.914352778,-78.49168056
Dermanura gnoma,-3.746388889,-78.55238889
Dermanura rava,-3.061447222,-79.69361111
Dermanura rava,-3.051388889,-79.7175
Dermanura rava,-3.035208333,-79.68675
Dermanura rava,-1.45,-79.3
Dermanura rava,-2.566666667,-79.35
Dermanura rava,0.826666667,-78.31666667
Dermanura rava,-0.42,-79
Dermanura rava,-3.68975,-79.59547222
Dermanura rava,0.350555556,-79.70888889
Dermanura rava,0.517777778,-79.34138889
Dermanura rava,0.533333333,-78.63333333
Dermanura rava,0.616666667,-79.85
Dermanura rava,0.681388889,-78.94611111
Dermanura rava,0.716666667,-79.68333333
Dermanura rava,0.716666667,-78.91888889
Dermanura rava,0.729722222,-78.91888889
Dermanura rava,0.75,-78.91888889
Dermanura rava,0.766666667,-78.7
Dermanura rava,0.816666667,-79.71666667
Dermanura rava,0.864722222,-78.56666667
Dermanura rava,0.878333333,-78.79222222
Dermanura rava,0.933333333,-79.43333333
Dermanura rava,0.983333333,-79.65555556
Dermanura rava,1.036666667,-78.77361111
Dermanura rava,1.066666667,-78.76666667
Dermanura rava,1.072583333,-78.7115
Dermanura rava,1.093555556,-78.70597222
Dermanura rava,1.114166667,-78.99361111
Dermanura rava,1.201111111,-78.56166667
Dermanura rava,1.216666667,-78.75666667
Dermanura rava,1.232,-78.76602778
Dermanura rava,1.258611111,-78.78083333
Dermanura rava,1.270277778,-78.80305556
Dermanura rava,1.355944444,-78.72425
Dermanura rava,1.433333333,-78.86666667
Dermanura rava,-3,-79.78333333
Dermanura rava,-2.966666667,-79.78333333
Dermanura rava,-2.433333333,-79.66666667
Dermanura rava,-2.42675,-79.56125
Dermanura rava,-2.420888889,-79.63138889
Dermanura rava,-2.418916667,-79.65083333
Dermanura rava,0.251319444,-78.76336111
Dermanura rava,0.2925,-78.96055556
Dermanura rava,0.366666667,-78.63333333
Dermanura rava,0.815277778,-78.38833333
Dermanura rava,-1.816666667,-79.51666667
Dermanura rava,-1.5,-79.43
Dermanura rava,-1.466666667,-79.65
Dermanura rava,-1.616666667,-80.7
Dermanura rava,-1.6,-80.7
Dermanura rava,-1.483333333,-80.33333333
Dermanura rava,-1.088763889,-80.84558889
Dermanura rava,0,-80.1
Dermanura rava,-0.313611111,-78.95416667
Dermanura rava,0.003611111,-78.68333333
Dermanura rava,0.05,-79.11666667
Dermanura rava,0.11,-78.62
Dermanura rava,0.18,-78.63
Dermanura rava,0.216666667,-78.76666667
Dermanura rava,-0.333333333,-78.98333333
Dermanura rosenbergi,-3.063188889,-79.69361111
Dermanura rosenbergi,-3.051388889,-79.7175
Dermanura rosenbergi,-3.035208333,-79.68675
Dermanura rosenbergi,-2.566666667,-79.35
Dermanura rosenbergi,1.001944444,-78.23638889
Dermanura rosenbergi,-0.793055556,-79.15
Dermanura rosenbergi,-3.733333333,-79.73333333
Dermanura rosenbergi,-3.68975,-79.59547222
Dermanura rosenbergi,0.283333333,-79.3
Dermanura rosenbergi,0.517777778,-79.34138889
Dermanura rosenbergi,0.533333333,-78.63333333
Dermanura rosenbergi,0.681388889,-78.94611111
Dermanura rosenbergi,0.716666667,-79.68333333
Dermanura rosenbergi,0.716666667,-78.91888889
Dermanura rosenbergi,0.729722222,-78.91888889
Dermanura rosenbergi,0.75,-78.91888889
Dermanura rosenbergi,0.864722222,-78.56666667
Dermanura rosenbergi,0.878333333,-78.79222222
Dermanura rosenbergi,0.966666667,-78.8
Dermanura rosenbergi,1.072583333,-78.7115
Dermanura rosenbergi,1.093555556,-78.70597222
Dermanura rosenbergi,1.201111111,-78.56166667
Dermanura rosenbergi,1.232,-78.76602778
Dermanura rosenbergi,1.258611111,-78.78083333
Dermanura rosenbergi,1.266666667,-78.81666667
Dermanura rosenbergi,1.346,-78.71666944
Dermanura rosenbergi,1.358333333,-78.71666667
Dermanura rosenbergi,-2.433333333,-79.66666667
Dermanura rosenbergi,-1.916666667,-79.68333333
Dermanura rosenbergi,0.190319444,-78.8985
Dermanura rosenbergi,0.266666667,-78.66666667
Dermanura rosenbergi,0.2925,-78.96055556
Dermanura rosenbergi,0.815277778,-78.38833333
Dermanura rosenbergi,-3.982777778,-79.35555556
Dermanura rosenbergi,-0.5864,-79.36666667
Dermanura rosenbergi,-1.616666667,-80.7
Dermanura rosenbergi,-1.608333333,-80.69111111
Dermanura rosenbergi,-1.6,-80.7
Dermanura rosenbergi,0.033333333,-79.96666667
Dermanura rosenbergi,-0.051152778,-78.64506944
Dermanura rosenbergi,0,-78.66666667
Dermanura rosenbergi,0.046069444,-78.78477222
Dermanura rosenbergi,0.064,-79.024
Dermanura rosenbergi,0.081388889,-78.92611111
Dermanura rosenbergi,0.083333333,-79.03333333
Dermanura rosenbergi,0.11,-78.62
Dermanura rosenbergi,0.125,-78.62666667
Dermanura rosenbergi,0.133333333,-78.75
Dermanura rosenbergi,0.183333333,-78.63333333
Dermanura rosenbergi,0.216666667,-78.76666667
