OBJECTID,Family,Species,Trophic_Guild,Weight,SOURCE,Weight,Source 2,MUSEUM NUMBER ,Provincia,Localidad,Lat,Long,LATITUDE,LONGITUDE,Elevation,Reference,,,,,,,,
14229,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1976,Pichincha," Nanegal, Gavilan de Orongo",00 08' N,78 40' W,0.133333,-78.666667,1700,Tirira 2008,,,,,,,,
14230,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1978,Pichincha," Nanegal, Gavilan de Orongo",00 08' N,78 40' W,0.133333,-78.666667,1700,Tirira 2008,,,,,,,,
14231,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1980,Pichincha," Nanegal, Gavilan de Orongo",00 08' N,78 40' W,0.133333,-78.666667,1700,Tirira 2008,,,,,,,,
14232,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1981,Pichincha," Nanegal, Gavilan de Orongo",00 08' N,78 40' W,0.133333,-78.666667,1700,Tirira 2008,,,,,,,,
14233,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1982,Pichincha," Nanegal, Gavilan de Orongo",00 08' N,78 40' W,0.133333,-78.666667,1700,Tirira 2008,,,,,,,,
14234,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1983,Pichincha," Nanegal, Gavilan de Orongo",00 08' N,78 40' W,0.133333,-78.666667,1700,Tirira 2008,,,,,,,,
14235,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1984,Pichincha," Nanegal, Gavilan de Orongo",00 08' N,78 40' W,0.133333,-78.666667,1700,Tirira 2008,,,,,,,,
14236,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1987,Pichincha," Nanegal, Gavilan de Orongo",00 08' N,78 40' W,0.133333,-78.666667,1700,Tirira 2008,,,,,,,,
14237,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1992,Pichincha," Nanegal, Gavilan de Orongo",00 08' N,78 40' W,0.133333,-78.666667,1700,Tirira 2008,,,,,,,,
14238,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 3213,Pichincha,"Cruz Loma 5 Km de la vía meridiano, Parroquia San José de Minas",00°10'  N,78°25'  W,0.180000,-78.630000,2200,This Publication,,,,,,,,
14239,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 3206,Pichincha,"Playa Rica Junto al río Guayllabamba, Parroquia San José de Minas",00°11' N,78°38' W,0.183333,-78.633333,1250,Albuja 1999,,,,,,,,
14240,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 2858,Pichincha,"El Paraiso, Loma La Guadua, Sitio La Villaflora",00°13'  N,78°46'  W,0.216667,-78.766667,1321,This Publication,,,,,,,,
14241,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 3228,Pichincha,"El Paraiso, Loma La Guadua, Sitio La Villaflora",00°13'  N,78°46'  W,0.216667,-78.766667,1321,This Publication,,,,,,,,
14242,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 3229,Pichincha,"El Paraiso, Loma La Guadua, Sitio La Villaflora",00°13'  N,78°46'  W,0.216667,-78.766667,1321,This Publication,,,,,,,,
14243,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 3230,Pichincha,"El Paraiso, Loma La Guadua, Sitio La Villaflora",00°13'  N,78°46'  W,0.216667,-78.766667,1321,This Publication,,,,,,,,
14244,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 3231,Pichincha,"El Paraiso, Loma La Guadua, Sitio La Villaflora",00°13'  N,78°46'  W,0.216667,-78.766667,1321,This Publication,,,,,,,,
14245,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 3234,Pichincha,"El Paraiso, Loma La Guadua, Sitio La Villaflora",00°13'  N,78°46'  W,0.216667,-78.766667,1321,This Publication,,,,,,,,
14246,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 3236,Pichincha,"El Paraiso, Loma La Guadua, Sitio La Villaflora",00°13'  N,78°46'  W,0.216667,-78.766667,1321,This Publication,,,,,,,,
14247,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 3237,Pichincha,"El Paraiso, Loma La Guadua, Sitio La Villaflora",00°13'  N,78°46'  W,0.216667,-78.766667,1321,This Publication,,,,,,,,
14248,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 9569,Pichincha,"El Paraiso, Loma La Guadua, Sitio La Villaflora",00°13'  N,78°46'  W,0.216667,-78.766667,1321,This Publication,,,,,,,,
14249,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MECN 2657,Pichincha,"Quito, Pacto, Bosque Chalpi","00 13' 06.88""N","78 50' 33.61""W",0.218578,-78.842669,809,Moreno-Cárdenas 2009,,,,,,,,
14250,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4022,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14251,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4023,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14252,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4024,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14253,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4028,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14254,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4033,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14255,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4042,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14256,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4047,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14257,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4048,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14258,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4053,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14259,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4054,Santo Domingo de los Tsáchilas,Alluriquín,00°20'  S,78°59'  W,-0.333333,-78.983333,900,Albuja 1999,,,,,,,,
14260,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 4281,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14261,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 4701,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14262,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 4745,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14263,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5279,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14264,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5280,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14265,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5282,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14266,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5283,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14267,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5284,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14268,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5802,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14269,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5803,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14270,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5804,Santo Domingo de los Tsáchilas,"Unión del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14271,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5805,Santo Domingo de los Tsáchilas,"Unión del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14272,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5806,Santo Domingo de los Tsáchilas,"Unión del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14273,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5807,Santo Domingo de los Tsáchilas,"Unión del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14274,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5878,Santo Domingo de los Tsáchilas,"Unión del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14275,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5905,Santo Domingo de los Tsáchilas,"Unión del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14276,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5948,Santo Domingo de los Tsáchilas,"Unión del Toachi, Otongachi","00 18' 58.7"" S","78 56' 57.1"" W",-0.316306,-78.949194,937,Tirira 2008,,,,,,,,
14277,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 1711,Santo Domingo de los Tsáchilas,Tinalandia,00 18' S,79 04' W,-0.300000,-79.066667,760,Tirira 2008,,,,,,,,
14278,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 4748,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi",00 18' S,78 57' W,-0.300000,-78.950000,842,Tirira 2008,,,,,,,,
14279,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 4751,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi",00 18' S,78 57' W,-0.300000,-78.950000,849,Tirira 2008,,,,,,,,
14280,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5420,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi",00 18' S,78 57' W,-0.300000,-78.950000,909,Tirira 2008,,,,,,,,
14281,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5440,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi",00 18' S,78 57' W,-0.300000,-78.950000,909,Tirira 2008,,,,,,,,
14282,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 5444,Santo Domingo de los Tsáchilas,"Union del Toachi, Otongachi",00 18' S,78 57' W,-0.300000,-78.950000,900,Tirira 2008,,,,,,,,
14283,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 46,Santo Domingo de los Tsáchilas,"Bosque Protector La Perla, 2 Km S de La Concordia","0 00' 15"" N","79 23' 12.1"" W",0.004167,-79.386670,220,Tirira 2008,,,,,,,,
14284,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 510,Santo Domingo de los Tsáchilas,"Bosque Protector La Perla, 2 Km S de La Concordia","0 00' 15"" N","79 23' 12.1"" W",0.004167,-79.386670,220,Tirira 2008,,,,,,,,
14285,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,QCAZ 54,Santo Domingo de los Tsáchilas,"Bosque Protector La Perla, 2 Km S de La Concordia","0 00' 15"" N","79 23' 12.1"" W",0.004167,-79.386670,220,Tirira 2008,,,,,,,,
14286,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,FMNH 124982,Sucumbíos,"Zancudo, R.P.F. Cuyabeno",00º35' S,75º29'  W,-0.583333,-75.483333,200,Albuja 1999,,,,,,,,
14287,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,FMNH 124996,Sucumbíos,"Zancudo, R.P.F. Cuyabeno",00º35' S,75º29'  W,-0.583333,-75.483333,200,Albuja 1999,,,,,,,,
14288,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4344,Sucumbíos,"Imuya, R.P.F.Cuyabeno",00°34'  S,75°16'  W,-0.566667,-75.266667,200,Albuja 1999,,,,,,,,
14289,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4544,Sucumbíos,"Imuya, R.P.F.Cuyabeno",00°34'  S,75°16'  W,-0.566667,-75.266667,200,Albuja 1999,,,,,,,,
14290,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MSU 10688,Sucumbíos,Reserva Biológica Limoncocha,00°24' S,76°38' W,-0.400000,-76.633333,,Baker 1974,,,,,,,,
14291,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MSU 9921,Sucumbíos,Reserva Biológica Limoncocha,00°24' S,76°38' W,-0.400000,-76.633333,,Baker 1974,,,,,,,,
14292,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 1949,Sucumbíos,Reserva Biológica Limoncocha,00°24' S,76°38' W,-0.400000,-76.633333,300,Albuja 1982,,,,,,,,
14293,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 1950,Sucumbíos,Reserva Biológica Limoncocha,00°24' S,76°38' W,-0.400000,-76.633333,300,Albuja 1982,,,,,,,,
14294,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 11315,Sucumbíos,Zábalo comuna Cofán,00°24' S,75°38' W,-0.400000,-75.633333,200,This Publication,,,,,,,,
14295,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4532,Sucumbíos,Zábalo comuna Cofán,00°24' S,75°38' W,-0.400000,-75.633333,200,This Publication,,,,,,,,
14296,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4534,Sucumbíos,Zábalo comuna Cofán,00°24' S,75°38' W,-0.400000,-75.633333,200,This Publication,,,,,,,,
14297,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,KU 139651,Sucumbíos,Santa Cecilia,00 03' N,76 58' W,0.050000,-76.966667,340,Webster & Jones 1984,,,,,,,,
14298,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,KU 139652,Sucumbíos,Santa Cecilia,00 03' N,76 58' W,0.050000,-76.966667,340,Webster & Jones 1984,,,,,,,,
14299,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,KU 139653,Sucumbíos,Santa Cecilia,00 03' N,76 58' W,0.050000,-76.966667,340,Webster & Jones 1984,,,,,,,,
14300,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 2106,Sucumbíos,Aucayacu,00°01' S,76°58'  W,0.016667,-76.966667,300,Albuja 1982,,,,,,,,
14301,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 2107,Sucumbíos,Aucayacu,00°01' S,76°58'  W,0.016667,-76.966667,300,Albuja 1982,,,,,,,,
14302,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 9914,Sucumbíos,Río Aguarico (sector Aguarico OCP),00°02'  N,77°24' W,0.033333,-77.400000,424,This Publication,,,,,,,,
14303,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MECN 1830,Tungurahua,Machay,01º22´53”S,78º16´28” W,-1.381389,-78.274444,2000,Castro & Román 2000,,,,,,,,
14304,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 4735,Zamora Chinchipe,"Miazi Destacamento Militar, Cordillera del Cóndor",04°17'  S,78°38' W,-4.283333,-78.633333,880,This Publication,,,,,,,,
14305,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 11755,Zamora Chinchipe,Mayaycu Alto,"03°58'57""S","78°37'47"" W",-3.982500,-78.629722,901,This Publication,,,,,,,,
14306,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 11756,Zamora Chinchipe,Mayaycu Alto,"03°58'57""S","78°37'47"" W",-3.982500,-78.629722,902,This Publication,,,,,,,,
14307,Phyllostomidae,Vampyressa thyone,HFF,9.50,6 to 13 g (Tirira 2007),7.17,Pacifini et al. 2013,MEPN 11862,Zamora Chinchipe,"Los Encuentros, Vía Pindal-Las Peñas",9585322,771786,-3.746735,-78.553074,1408,This Publication,,,,,,,,
14308,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,MEPN 11131,Morona Santiago,"Etza Destacamento Militar, Cordillera del Cóndor","03 03' 44.70"" S","77 56' 45.09"" W",-3.062417,-77.945858,310,Mena-V 2005,,,,,,,,
14309,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,FMNH 31074,Napo,Boca del Río Suno,00º42' S,77º07' W,-0.700000,-77.116667,300,Sanborn 1936,,,,,,,,
14310,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,FMNH 31075,Napo,Boca del Río Suno,00º42' S,77º07' W,-0.700000,-77.116667,300,Sanborn 1936,,,,,,,,
14311,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,AMNH 67997,Napo,San José de Sumaco,00º26' S,77º20' W,-0.433333,-77.333333,530,Peterson 1968,,,,,,,,
14312,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,AMNH 67998,Napo,San José de Sumaco,00º26' S,77º20' W,-0.433333,-77.333333,530,Peterson 1968,,,,,,,,
14313,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,MEPN 3777,Orellana,"Amo sur, Campamento,  2 Km W del Río Pindo, afluente del Río Yasuní, P.N.Yasuní.","00°54'04"" S","76°13'03"" W",-0.901111,-76.217500,200,This Publication,,,,,,,,
14314,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,MEPN 4526,Orellana,"Tambococha pozo petrolero, Parque Nacional Yasuní","00°54'02"" S","75°35'58"" W",-0.900556,-75.599444,200,This Publication,,,,,,,,
14315,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,ROM 105722,Orellana,"Parque Nacional Yasuni, El Saladero, 76 KM S of Pompeya Sur","00 50' 00"" S","76 20' 00"" W",-0.833333,-76.333333,257,"Reid et al. 2000, Clare et al. 2011",,,,,,,,
14316,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,ROM 105723,Orellana,"Parque Nacional Yasuni, El Saladero, 76 KM S of Pompeya Sur","00 50' 00"" S","76 20' 00"" W",-0.833333,-76.333333,257,"Reid et al. 2000, Clare et al. 2011",,,,,,,,
14317,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,ROM 105724,Orellana,"Parque Nacional Yasuni, El Saladero, 76 KM S of Pompeya Sur","00 50' 00"" S","76 20' 00"" W",-0.833333,-76.333333,257,"Reid et al. 2000, Clare et al. 2011",,,,,,,,
14318,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,ROM 106335,Orellana,"Parque Nacional Yasuni, El Saladero, 76 KM S of Pompeya Sur","00 50' 00"" S","76 20' 00"" W",-0.833333,-76.333333,257,"Reid et al. 2000, Clare et al. 2011",,,,,,,,
14319,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,ROM 104534,Orellana,"Parque Nacional Yasuni, El Saladero, 76 KM S of Pompeya Sur ","00 50' 00"" S","76 20' 00"" W",-0.833333,-76.333333,257,"Reid et al. 2000, Clare et al. 2011",,,,,,,,
14320,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,ROM 104548,Orellana,"Parque Nacional Yasuni, El Saladero, 76 KM S of Pompeya Sur ","00 50' 00"" S","76 20' 00"" W",-0.833333,-76.333333,257,"Reid et al. 2000, Clare et al. 2011",,,,,,,,
14321,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,ROM 104551,Orellana,"Parque Nacional Yasuni, El Saladero, 76 KM S of Pompeya Sur ","00 50' 00"" S","76 20' 00"" W",-0.833333,-76.333333,257,"Reid et al. 2000, Clare et al. 2011",,,,,,,,
14322,Phyllostomidae,Vampyriscus bidens,HFF,11.50,10 to 13 g (Tirira 2007),11.91,Pacifini et al. 2013,ROM 105242,Orellana,"Parque Nacional Yasuni, El Saladero, 76 KM S of Pompeya Sur ","00 50' 00"" S","76 20' 00"" W",-0.833333,-76.333333,257,"Reid et al. 2000, Clare et al. 2011",,,,,,,,
