OBJECTID,Family,Species,Trophic_Guild,Weight,SOURCE,Weight,Source 2,MUSEUM NUMBER ,Provincia,Localidad,Lat,Long,LATITUDE,LONGITUDE,Elevation,Reference,,,,,,,,
2799,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534584,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2800,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534585,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2801,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534586,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2802,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534587,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2803,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534588,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2804,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534589,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2805,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534590,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2806,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534591,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2807,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534592,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2808,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534593,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2809,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534594,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2810,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534595,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2811,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534596,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2812,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534597,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2813,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534598,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2814,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534599,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2815,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534600,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2816,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534601,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2817,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535096,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2818,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535097,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2819,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535098,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2820,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535099,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2821,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535100,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2822,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535101,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2823,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535102,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2824,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535103,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2825,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535104,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2826,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535105,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2827,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535106,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2828,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535108,Loja,"Hacienda Almenital, 10 km W of Catacocha",-4°4’60”,-79°47’60”,-4.083333,-79.800000,835,Pinto et al. 2013,,,,,,,,
2829,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534602,Loja,"Hacienda Casanga, 10 km W Catacocha, near Casanga",-4°1’0.0006,-79°45’,-4.016667,-79.750000,976,Pinto et al. 2013,,,,,,,,
2830,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534603,Loja,"Hacienda Casanga, 10 km W Catacocha, near Casanga",-4°1’0.0006,-79°45’,-4.016667,-79.750000,976,Pinto et al. 2013,,,,,,,,
2831,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534604,Loja,"Hacienda Casanga, 10 km W Catacocha, near Casanga",-4°1’0.0006,-79°45’,-4.016667,-79.750000,976,Pinto et al. 2013,,,,,,,,
2832,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534605,Loja,"Hacienda Casanga, 10 km W Catacocha, near Casanga",-4°1’0.0006,-79°45’,-4.016667,-79.750000,976,Pinto et al. 2013,,,,,,,,
2833,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534606,Loja,"Hacienda Casanga, 10 km W Catacocha, near Casanga",-4°1’0.0006,-79°45’,-4.016667,-79.750000,976,Pinto et al. 2013,,,,,,,,
2834,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 535107,Loja,"Hacienda Casanga, 10 km W Catacocha, near Casanga",-4°1’0.0006,-79°45’,-4.016667,-79.750000,976,Pinto et al. 2013,,,,,,,,
2835,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,QCAZ 1228,Loja,Catacocha,"-4° 1' 0""","-79° 37' 0""",-4.016667,-79.616667,1100,Pinto et al. 2013,,,,,,,,
2836,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,QCAZ 1231,Loja,Catacocha,"-4° 1' 0""","-79° 37' 0""",-4.016667,-79.616667,1100,Pinto et al. 2013,,,,,,,,
2837,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,QCAZ 1780,Loja,Catacocha,"-4° 1' 0""","-79° 37' 0""",-4.016667,-79.616667,1100,Pinto et al. 2013,,,,,,,,
2838,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 654,Loja,Valle de Catamayo cerca a Loja,03°59'  S,79°21'  W,-3.983333,-79.350000,1350,Albuja 1982,,,,,,,,
2839,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 655,Loja,Valle de Catamayo cerca a Loja,03°59'  S,79°21'  W,-3.983333,-79.350000,1350,Albuja 1982,,,,,,,,
2840,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 656,Loja,Valle de Catamayo cerca a Loja,03°59'  S,79°21'  W,-3.983333,-79.350000,1350,Albuja 1982,,,,,,,,
2841,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 657,Loja,Valle de Catamayo cerca a Loja,03°59'  S,79°21'  W,-3.983333,-79.350000,1350,Albuja 1982,,,,,,,,
2842,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,TTU 103784,Loja,"Bosque Petrificado Puyango,  Sector Las Pailas, Quebrada de los Chirimoyos","03 53' 48.5"" S","80 04' 35.2"" W",-3.896806,-80.076444,280,"Carrera et al. 2010, Pinto et al. 2013",,,,,,,,
2843,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,TTU 103793,Loja,"Bosque Petrificado Puyango,  Sector Las Pailas, Quebrada de los Chirimoyos","03 53' 48.5"" S","80 04' 35.2"" W",-3.896806,-80.076444,280,"Carrera et al. 2010, Pinto et al. 2013",,,,,,,,
2844,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534575,Los Ríos,Vinces,"01° 33’ 14"" S","79 45' 44"" W",-1.553889,-79.762222,18,Pinto et al. 2013,,,,,,,,
2845,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534576,Los Ríos,Vinces,"01° 33’ 14"" S","79 45' 44"" W",-1.553889,-79.762222,18,Pinto et al. 2013,,,,,,,,
2846,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534577,Los Ríos,Vinces,"01° 33’ 14"" S","79 45' 44"" W",-1.553889,-79.762222,18,Pinto et al. 2013,,,,,,,,
2847,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534578,Los Ríos,Vinces,"01° 33’ 14"" S","79 45' 44"" W",-1.553889,-79.762222,18,Pinto et al. 2013,,,,,,,,
2848,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534579,Los Ríos,Vinces,"01° 33’ 14"" S","79 45' 44"" W",-1.553889,-79.762222,18,Pinto et al. 2013,,,,,,,,
2849,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534580,Los Ríos,Vinces,"01° 33’ 14"" S","79 45' 44"" W",-1.553889,-79.762222,18,Pinto et al. 2013,,,,,,,,
2850,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 498940,Los Ríos,"Pueblo viejo,7 km SW, El Papayo near San Juan",-1°33’,-79°31’60”,-1.550000,-79.533333,19,Pinto et al. 2013,,,,,,,,
2851,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 522467,Los Ríos,Abras de Mantequilla 2 km NE of Vinces,01◦28S,79◦39W,-1.466667,-79.650000,23,Pinto et al. 2013,,,,,,,,
2852,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 522468,Los Ríos,Abras de Mantequilla 2 km NE of Vinces,01◦28S,79◦39W,-1.466667,-79.650000,23,Pinto et al. 2013,,,,,,,,
2853,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,USNM 534570,Los Ríos,Abras de Mantequilla 2 km NE of Vinces,01◦28S,79◦39W,-1.466667,-79.650000,23,Pinto et al. 2013,,,,,,,,
2854,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 650,Los Ríos,"Jauneche, Estación Biologica Pedro F. Dávila",01°20'  S,79°35'  W,-1.333333,-79.583333,50,This Publication,,,,,,,,
2855,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 638,Manabí,"Puerto López, San Vicente",01°38'  S,80°45'  W,-1.633333,-80.750000,150,Albuja 1982,,,,,,,,
2856,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 639,Manabí,"Puerto López, San Vicente",01°38'  S,80°45'  W,-1.633333,-80.750000,150,Albuja 1982,,,,,,,,
2857,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 640,Manabí,"Puerto López, San Vicente",01°38'  S,80°45'  W,-1.633333,-80.750000,150,Albuja 1982,,,,,,,,
2858,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 641,Manabí,"Puerto López, San Vicente",01°38'  S,80°45'  W,-1.633333,-80.750000,150,Albuja 1982,,,,,,,,
2859,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 642,Manabí,"Puerto López, San Vicente",01°38'  S,80°45'  W,-1.633333,-80.750000,150,Albuja 1982,,,,,,,,
2860,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 643,Manabí,"Puerto López, San Vicente",01°38'  S,80°45'  W,-1.633333,-80.750000,150,Albuja 1982,,,,,,,,
2861,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 5219,Manabí,"Los Tillales, P.N.Machalilla","01°36'51"" S","80°41'05"" W",-1.614167,-80.684722,500,This Publication,,,,,,,,
2862,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 658,Manabí,"Los Tillales, P.N.Machalilla","01°36'51"" S","80°41'05"" W",-1.614167,-80.684722,500,Albuja 1999,,,,,,,,
2863,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 4458,Manabí,"San Sebastián, P.N. Machalilla, Sector SE",01°36' S,80°42' W,-1.600000,-80.700000,350,This Publication,,,,,,,,
2864,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 4459,Manabí,"San Sebastián, P.N. Machalilla, Sector SE",01°36' S,80°42' W,-1.600000,-80.700000,350,This Publication,,,,,,,,
2865,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 661,Manabí,"Salaite, Parque Nacional Machalilla",01°32'  S,80°48'  W,-1.533333,-80.800000,50,This Publication,,,,,,,,
2866,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 662,Manabí,"Salaite, Parque Nacional Machalilla",01°32'  S,80°48'  W,-1.533333,-80.800000,50,This Publication,,,,,,,,
2867,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 663,Manabí,"Salaite, Parque Nacional Machalilla",01°32'  S,80°48'  W,-1.533333,-80.800000,50,This Publication,,,,,,,,
2868,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 659,Manabí,Vueltas Largas. P.N.Machalilla,"01°31'33"" S","80°42'25"" W",-1.525833,-80.706944,200,Albuja 1999,,,,,,,,
2869,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 660,Manabí,Vueltas Largas. P.N.Machalilla,"01°31'33"" S","80°42'25"" W",-1.525833,-80.706944,200,Albuja 1999,,,,,,,,
2870,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 664,Manabí,Vueltas Largas. P.N.Machalilla,"01°31'33"" S","80°42'25"" W",-1.525833,-80.706944,200,Albuja 1999,,,,,,,,
2871,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 11423,Manabí,"El Aromo, sector La Fabril","01 04' 44""S","80 47' 00"" W",-1.078889,-80.783333,283,This Publication,,,,,,,,
2872,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 11414,Manabí,"El Aromo, sector río de Los Napos","01 04' 44""S","80 47' 00"" W",-1.078889,-80.783333,283,This Publication,,,,,,,,
2873,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 632,Manabí,San Vicente en Bahía de Caráquez,00°35' S,80°24'  W,-0.583333,-80.400000,50,Albuja 1982,,,,,,,,
2874,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 633,Manabí,San Vicente en Bahía de Caráquez,00°35' S,80°24'  W,-0.583333,-80.400000,50,Albuja 1982,,,,,,,,
2875,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,QCAZ 1775,Manabí,Cabo Pasado,"00 22' 48"" S","80 29' 24"" W",-0.380000,-80.490000,50,Pinto et al. 2013,,,,,,,,
2876,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,QCAZ 1776,Manabí,Cabo Pasado,"00 22' 48"" S","80 29' 24"" W",-0.380000,-80.490000,50,Pinto et al. 2013,,,,,,,,
2877,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,QCAZ 1778,Manabí,Cabo Pasado,"00 22' 48"" S","80 29' 24"" W",-0.380000,-80.490000,50,Pinto et al. 2013,,,,,,,,
2878,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,QCAZ 1779,Manabí,Cabo Pasado,"00 22' 48"" S","80 29' 24"" W",-0.380000,-80.490000,50,Pinto et al. 2013,,,,,,,,
2879,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,QCAZ 1774,Manabí,"Cabo Pasado, 17 km N near San Vicente-Pedernales","00 22' 48"" S","80 29' 24"" W",-0.380000,-80.490000,50,Pinto et al. 2013,,,,,,,,
2880,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 10193,Santa Elena,"Valdivia, Bosque seco","01 56' 25"" S","80 43' 23"" W",-1.940278,-80.723056,6,This Publication,,,,,,,,
2881,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 12337,Santa Elena,San Pedro ( CENPIM - ESPOL),"1°56'23,9""S","80°43'37,2""W",-1.939972,-80.727000,0,This Publication,,,,,,,,
2882,Phyllostomidae,Artibeus fraterculus,HFF,42.50,30 to 55 g (Tirira 2007),29.86,Pacifini et al. 2013,MEPN 12338,Santa Elena,San Pedro ( CENPIM - ESPOL),"1°56'23,9""S","80°43'37,2""W",-1.939972,-80.727000,0,This Publication,,,,,,,,
2883,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 10357,Azuay,Papagrande,"03 03' 47.48""S","79 42' 19.61""W",-3.063189,-79.705447,761,This Publication,,,,,,,,
2884,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 10370,Azuay,Papagrande,"03 03' 47.48""S","79 42' 19.61""W",-3.063189,-79.705447,761,This Publication,,,,,,,,
2885,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 10508,Azuay,"Papa Grande, EMC  ","03 03' 41.21"" S","79 41' 37.41"" W",-3.061447,-79.693725,600,This Publication,,,,,,,,
2886,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 10380,Azuay,Gaby,"03 03' 05"" S","79 43' 03"" W",-3.051389,-79.717500,513,This Publication,,,,,,,,
2887,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 4252,Azuay,San José Grande-parte baja (a 200 m del río Paute),02◦35' S,78 30' W,-2.583333,-78.500000,1300,This Publication,,,,,,,,
2888,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 4259,Azuay,San José Grande-parte baja (a 200 m del río Paute),02◦35' S,78 30' W,-2.583333,-78.500000,1300,This Publication,,,,,,,,
2889,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 1441,Bolívar,Caluma,01°37'  S,79°15'  W,-1.616667,-79.250000,400,Albuja 1982,,,,,,,,
2890,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 1442,Bolívar,Caluma,01°37'  S,79°15'  W,-1.616667,-79.250000,400,Albuja 1982,,,,,,,,
2891,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 1443,Bolívar,Caluma,01°37'  S,79°15'  W,-1.616667,-79.250000,400,Albuja 1982,,,,,,,,
2892,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 1456,Bolívar,Barraganete,01°27'  S,79°18'  W,-1.450000,-79.300000,300,Albuja 1982,,,,,,,,
2893,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 1457,Bolívar,Barraganete,01°27'  S,79°18'  W,-1.450000,-79.300000,300,Albuja 1982,,,,,,,,
2894,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 1458,Bolívar,Barraganete,01°27'  S,79°18'  W,-1.450000,-79.300000,300,Albuja 1982,,,,,,,,
2895,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 1459,Bolívar,Barraganete,01°27'  S,79°18'  W,-1.450000,-79.300000,300,Albuja 1982,,,,,,,,
2896,Phyllostomidae,Artibeus lituratus,HFF,68.00,50 - 86 g (Tirira 2007),59.30,Pacifini et al. 2013,MEPN 1460,Bolívar,Barraganete,01°27'  S,79°18'  W,-1.450000,-79.300000,300,Albuja 1982,,,,,,,,
